CommentID,CommentText,Model_Classification,Annotation,NumberOfLikes,IsReply,Level,ParentCommentText,Timestamp
COMMENT_7694e236,This is literally the definition of ethnic cleansing. I feel so sorry for young Native Swedes. They have lost their homeland.,PRCT,True,34,True,0,,2022-05
COMMENT_12b24293,"@[USER] they're trying to outnumber us so they can take over, they know they can't use the typical invasion strategy bc we have too many armed civilians.",PRCT,True,0,True,2,This is mind blowing. I just don’t get WHY,2024-02
COMMENT_aa243838,I guess people arent aware that all this uncontrolled immigration to North American and western European countries is a plan to destroy them. Do research.,PRCT,True,0,True,1,"This breaks my heart to see, and it’s not just happening in Sweden.  Germany, UK, Italy, and France are all dealing with the same problem.   Should stand as an example why strong borders are essential for a culture and country to survive.",2023-08
COMMENT_c9c09142,"Yes, they should not be using the schools, for the ungrateful people who invaded our country!!!",PRCT,True,0,True,0,,2024-03
COMMENT_9d1a7988,"The migrant's luggage looks nicer then the luggage I have hahha.  All these people are are votes for Biden, IDK if its already been written or not but I am sure they plan to let them vote.",PRCT,True,0,True,0,,2024-02
COMMENT_909d4743,"They are being brought here by Soros backed organizations, they are importing socialist so they can vote for it here too!",PRCT,True,0,True,1,"Yes, I didnt think it would stop people. If you walked here from Venezuela or any other country, do you think a row of floating balls is going to stop them?",2023-08
COMMENT_f03495c6,Just like us in the UK and Europe except we have been practically taken over. White indigenous peoples are no longer the majority in our capital and many cities and towns have been taken over. The UK has fallen 😢,PRCT,True,15,True,1,If they hate America then what are they doing here in America.,2024-02
COMMENT_b4bddf68,"@[USER] why then do Arabic (Quran language learnt by rote by non Arabs in every Madrassa worldwide) do they not migrate to an Arabic speaking country such as  the Kingdom of Saud rather than the Kingdom of Sweden or the Republic of France rather than the Islamic Republic of Iran? Is it not strange that the vast majority of Muslim immigrants and Asylum seekers head for Christian non Arabic speaking countries rather than Islamic states. Two explanations spring to mind, one being the benefits paid by western societies, but not Islamic governed countries, or it is a planned expansion of Islam by the back door?",PRCT,True,2,True,7,"@[USER]  origin is middle east but its european religion which ofc shaped all of european history and culture and still does today. All those countries you named are secular countries where there is no state religion and for example in Bosnia or Albania Muslims make around 50% of the population, so its not even majority religion. I should add that the form of islam there is very very liberal as i have visited Albania and Bosnia. You rly wanna start a debate with history graduate lol claiming something that christianity is from middle east and there are muslim minority countries in the Europe. Also its Europe not Eu if you even know the difference 🤡🤡 whats even the purpose of your arguments, i see zero value in them.",2023-08
COMMENT_676854b9,Looks like America will ne native again soon,PRCT,False,2,True,1,"Listen, I am proud to be Navajo but I feel bad for my ancestors since they had to hide from the Europeans and we were chased off to New Mexico and many people don't know this but Mexican is honestly just a label the Europeans gave them Mexicans are actually natives too its just we had to take the label in order to survive and I hate how the schools are in the cities so I live on the Gila river Indian reservation and I'm proud to be most times because when I wake up and go outside I don't hear cars or traffic and loud neighbors I hear the birds and the wind and seeing the sun in a clear view and being able to see the stars at night and when I'm happy when I wake up because instead of waking up and staying inside I get to walk outside with the dirt touching my feet and feeding my sheep and seeing the beautiful desert it is honestly an amazing feeling that many don't understand.",2019-03
COMMENT_edd2d41e,they were invited by the passive people of Sweden puppeted by the globalists.,PRCT,True,0,True,1,"As an American who is planning to move to Gothenburg and assimilate properly, it infuriates me that people think they can migrate to another country while ignoring their social standards, culture, and/or flatout engage in bad behavior. I feel for the Swedes who are affected by bad immigrants in their country 😞❤️🇸🇪",2023-03
COMMENT_0b91aeef,"@[USER]  your government destroy their society and any of you complain about it.they want to have a decent life as well, and they are using the only legal way for them. Let's make America native again.!",PRCT,False,0,True,3,"@[USER] by the way, other people shouting “you’re not welcome” is their first amendment right. Don’t try to silence others. You shouldn’t even enjoy the freedom which the bill of rights grants you. It’s sad to see people like you wanting to destroy our society.",2023-09
COMMENT_c0bcf5d7,"@[USER]  100% invasion and should be treated as such up to military lethal  action . And don't cone with bs. My wife immigrated here, and she said the same thing",PRCT,True,1,True,2,@[USER] gave up texas......it only took 18 minutes,2024-08
COMMENT_d26f9207,"@[USER]  so you have it like that in germany too?! We have it like that too We cant voice against this madness in fearness of losing our jobs, I want to speak against all this Madness loudly so badly! I hate people from the middle east that destroys our countries",PRCT,True,2,True,3,"@[USER]  it is a tabu to speak about to ""loud"". You can easily loose your job,  if you talk about touchy subjects at work. If you tuch those subjects, you always risk to get stumbled as racist or nazi.",2022-06
COMMENT_73c1f9ab,"Oh no, it's only in white countries. It's called replacement.",PRCT,True,0,True,1,Cannot believe this is happening worldwide! I’m in UK and didn’t realise how bad it was in US also 😡,2023-09
COMMENT_165bdf07,"@[USER]  then you're a criminal. Cant afford housing in usa 
These people have no right . invasion.",PRCT,True,0,True,2,"Hold on!!! We have more than enough in this country!!! The problem is that TOO MANY AMERICANS TAKE THIS COUNTRY FOR GRANTED!😠
I've lived 12 years outside of AMERICA, and from the point of the Foreigners. 
I WOULD DO THE SAME THING!!!",2023-03
COMMENT_f781c7b9,"@[USER]  yes Swedish culture is at risk, even more so than other European cultures, who are all facing extinction. Cultural exchange is good, cultural dilution or cultural replacement is bad. Sweden fertility rate (native) is well below replacement levels  (you can thank your much beloved Scandinavian feminism for that) and Swedes WILL become a minority in their country in 20 years. When you become a minority in your cities and lose representation in your institutions, nothing will stop the anti-white sentiment. No “hate speech” legislation is gonna save you, no “diverse” tribunal is ever gonna take your side, you will only be seen as tax farms that keep the welfare system working (though it will serve immigrants more than it will serve you). All you have is your tribe and your land, if YOU don’t protect them nobody will.",PRCT,True,0,True,9,"@[USER]  Ah, so we have a conspiracy theorist at our hands. Lovely.",2023-02
COMMENT_07a0022a,Compliments of George Soros. He's behind all of this.,PRCT,True,0,True,1,It's awful funny how clean their clothes are after just crossing the desert. They all have brand new shoes on.,2024-02
COMMENT_47b0a9e8,Here in Europe it's the same / maybe worse....by now 100% convinced it's intentional/a plan.,PRCT,True,41,True,1,It's sad that this is what our country is becoming 😓,2024-02
COMMENT_5dc8e6d7,Hostile foreign invaders,PRCT,True,1,True,1,These are NOT MIGRANTS!!!!!,2024-02
COMMENT_9786f80c,This is an enemy invasion.,PRCT,True,346,True,0,,2024-02
COMMENT_93006684,We will replace you pale Orcs.,PRCT,True,0,True,1,"We can send spaceships to the moon, Mars, etc. but we can't get a handle on this!!??",2023-03
COMMENT_04145b2d,"China sent them here. There’s no way anyone in China could escape their mass surveillance system. Most of them military aged men with no families. Nothing to lose, more willing to do horrible things than men with families. There’s economic opportunity all over the world but they traveled the whole way here. It’s an invasion",PRCT,True,0,True,1,"The scariest part is Chinese won't take them back. Thats wild , they know theyre gaming the system.",2024-02
COMMENT_6cd7cca3,"The simple truth is that this was all planed a century ago, the Richard Coudenhove-Kalergi plan to destroy Europe with third world enrichment, that's why WW1 & WW2, the the EU was created and we have our leaders to thank for this mess they all signed up too, im afraid this will get much worse for this beautiful continent, culture and our peoples.",PRCT,True,0,True,1,"I've been to a lot of European countries that believed in this ""multicultural utopia"" idea. And I haven't been to a single one where it's actually worked. And for me, it's the politicians that are solely to blame in every single instance. On paper, multiculturalism sounds great. But if you don't implement it properly and allow in only the most civilised people, it's doomed to fail. And those responsible, the politicians, have very definitely failed. 
They've failed their indigenous populations who have suffered at the hands of bad immigrants. And they've failed good immigrants who have been given a bad name by the section of immigrants who are completely opposed to civilised values.",2023-10
COMMENT_f0364ba9,"Dep0rt them all. They are sent intentionally  to cause ca0s and destruc.ti0n in our Republic most of them are released from prisons, mental institutions, pr0stitutes, ped0s, ext0r.tionists, thief, criminals etc. C0mmu.nist Venezuela, Cuba, Nicaragua, China, sending the w0rse pple. We are in dan.ger at all levels. We are seeing it since bi.det and the swamp took office. They are stealing in every store then will be houses.",PRCT,True,0,True,1,They need to organize like this to take their own country back,2023-05
COMMENT_02a44498,A helpful invasion. Racist.,PRCT,True,0,True,1,This is a real invasion!,2024-02
COMMENT_ceba7a7d,"Exactly.  This ridiculous experiment in attempting to turn Muslims, Sub-Saharan , Africans, into good little Europeans, is a terminal failure.  Would Swedes become Bantus, or Zulus by inculturating themselves into South African indigenous culture, if they immigrated there?  Swedes would not be allowed into Mecca, if they weren't even Muslims. What's going on in, affluent , comfortable and well educated Europe, is the downside of secularism, humanism and relativism.  These strains of current thinking and living have emasculated and weakened Europe.  When Europeans have an identity crises, one realizes that something is greatly amiss. They actually have convinced themselves that racial, cultural displacement, reveals how progressive they are.  Goes very far in showing how a person and a country, can be well educated enough to allow stupidy.",PRCT,True,1,True,1,Using your country and people as an experiment to see if two opposite cultures can coexist without conflicts is a pretty evil thing a leader can do to their own nation and people.,2023-03
COMMENT_9f75c199,@[USER]  “do research” aka watch TV and agree with what it says and shut up while your children become a hated minority in the nations your ancestors built,PRCT,True,0,True,2,The countries they come from have armies against the people . Do research first then talk.,2023-04
COMMENT_52704bb5,@[USER]  that's the only reason why you could replace native Americans Australians. U coudnt replace people in India or China during clonialsim imperialism due to large numbers of population. Immunity to diseases steel iron Gunpowder  was known to Asians,PRCT,True,0,True,2,"By the way, from the bird's eye view of history, Western Civilization was the best thing that ever happened to this continent.",2020-08
COMMENT_1a7d962d,@[USER]  yah cheap labor is partly why there is below poverty rate wages ..thank our migrants for that. BTW america wasnt built by globe trotting fence jumpers that are NOT refugees but unwitting dupes  being used by the UN replacement migration agenda for the evil overthrough of of country,PRCT,True,0,True,2,Yes and stop complaining about high prices when there isn't any cheap immigrant labor to keep your prices down.. Can't have it both ways!,2023-08
COMMENT_2075025a,Bittles kick the whites out and send the blacks back to Africa it's their origin and place of land,PRCT,True,1,True,1,I'm Native American THIS IS MY LAND!!,2018-04
COMMENT_e88c9836,Of coarse its a plot and care package,PRCT,True,0,True,0,,2024-09
COMMENT_6b82de1e,@[USER] Republicans support White erasure through legal immigration. Dems support it through illegal. Both parties are destroying America(and Europe).,PRCT,True,0,True,2,* Illegal immigration,2023-08
COMMENT_4374792f,"I agree with you but these invaders are not migrants.  they are illegals getting aid and care that should be going to American citizens like you and me, homeless, veterans etc.  It’s a complete travesty and disaster that our tax dollars are being used  to pay for and support this because Joe Biden refuses  to take any strong action to stop the millions coming across and from all over the world not just Mexico and. Enteral America.",PRCT,True,0,True,1,Who are lying to these people? I’m almost 80 and I only get $240 a month Social Security so they can come in and get thousands a month because they’re immigrants and they haven’t worked here. They worked other places? Oh God please give us a president that can change this madness..,2024-01
COMMENT_8e9382e4,"Yahweh brought these people here for a twofold reason. 
1.Judgement
We forgot the laws of our God and mingled with aliens, among other things. We have gotten the leaders and the punishment we deserve. Come out from among THEM, and be ye SEPERATE.

2. Destruction of Gods enemies
Once their disciplinary purpose is served, they will be destroyed completely. Things won't be going back to the perverse multicultural ""normal"" society has become accustomed to.",PRCT,True,0,True,1,They're being allowed in for a reason. When that reason is realized it's going to be too late for a lot of folks,2024-02
COMMENT_c1b61a72,@[USER]  I agree 100%. Joe Biden and Trudeau in Canada are doing their part to speed up the plan.  FJB. FDAVOS.,PRCT,True,16,True,2,Here in Europe it's the same / maybe worse....by now 100% convinced it's intentional/a plan.,2024-02
COMMENT_505bd1c0,No they don’t this is an own invasion the democrats are turning a blind eye too and blaming Trump for,PRCT,True,0,True,1,People seeking asylum don't invade by force.,2024-09
COMMENT_5efef978,They know. It's the WEF and UN Agenda 2021/2030 plan.,PRCT,True,0,True,1,Deport him. Period. This is a national security risk. They have no idea who is coming into this country,2024-02
COMMENT_d9e19215,the solution is simple.  get rid of the white people and give their homes to the undocumented minority guest residents,PRCT,True,0,True,1,"Sadly, until it happened to them,  no one seemed to listen to us dealing with this in Texas.",2023-09
COMMENT_45352aed,"@[USER]  'the strange death of Europe"" by Douglas Murray. Your leaders have committed suicide. Sharia is inevitable ..  maybe for your children, or your grand children.",PRCT,True,0,True,3,"@[USER]  to be treated ethically is a basic human right even though it is not prioritized globally, in every single form of society. Its a basic component in being a human on earth (...in my opinion) but not everyone leads lives where love is appreciated.",2022-09
COMMENT_6880a21a,It’s not immigration. It’s invasion.,PRCT,True,0,True,1,Glad to see Americans finally waking up against immigration.,2024-02
COMMENT_edd211e1,"@[USER] the US is a trash hypocritical country. They say they have all these freedoms but they really don't in most parts of the country. Why would you want to go there? Move to Australia instead. The US seems to have an agenda, the Great replacement is taking place.",PRCT,True,0,True,2,"As a foreigner, instead of going through all the trouble of visa lotteries and green card wait times, I should rather go through that hole. Legal immigration is getting harder while illegal immigration is easy.",2024-02
COMMENT_2b70221a,"It's by Design they wanted to affect the average American citizen especially the black citizens. that's why they are here. they are trying to replace the black citizens with these immigrants. I know for a fact because they gentrified neighborhoods with zero crime that were black and put the immigrants in there as well.  ALL over the country including DC, where I'm at. It's a war on us and it's been a war on us there's just disguising it with BS news reports that make it seem like we're committing all the crime in America when that's not the case. When you're pushed out every faucet of economic movement in America as we are.. these are the results you get.. that's been their agenda. they want to get rid of us. My question is why don't these come on TV and SAY IT.. so we can get this over with. Once you get the black American public know that they're trying to get rid of us which we already know because they're showing it by action. They just use the news to make it seem as is so much crime in America that these neighborhoods can't be sustained yet their gentrified neighborhoods again with no crime that black people live in and then move them out by raising taxes",PRCT,True,0,True,1,"I think if someone could just explain to people HOW illegal immigrants affect the economy, pay, labor etc, and how it will take away from the average citizen, people would think twice about this issue",2023-10
COMMENT_5ec925da,"@[USER]  The natives fought them and lost, they didn''t give them free teepees , food, clothing, medicine man and education of how to work the land. We need a leader like Temcumseh to fight the invaders, not a traitor like Double Head as president that we have now.",PRCT,True,23,True,2,Talk to the Native Americans about who did it legally. This has been happening for centuries.,2024-02
COMMENT_7d0ffdfc,"Creatures like mr byden care nothing for this country and would be more than happy to see it over run by invading armies. Look at the majority of those invading the border, they are military age boys, these are not people looking to better themselves but to invade another nation, they are coming here to take over that is a sad fact.",PRCT,True,0,True,1,Weird how everyone who’s been advocating for open borders has done nothing to help these people so far that would greatly impact and help us,2023-05
COMMENT_a31d8e1f,@[USER] Its not and that is why you see Texas defending it's own borders against a mass foreign invasion.,PRCT,True,0,True,2,Because the law us on their side. Many Americans have been convicted of crimes for protecting their property.,2024-01
COMMENT_128cdb5e,"This is still happening all throughout Europe, with Europeans willfully allowing themselves to be invaded.",PRCT,True,43,True,1,Using your country and people as an experiment to see if two opposite cultures can coexist without conflicts is a pretty evil thing a leader can do to their own nation and people.,2022-10
COMMENT_8bc1b570,37000 chynnesse. Bull sheeeet ..stop this damn invasion .,PRCT,True,5,True,1,The police took his gun for firing a warning shot on his own land after being surrounded by men not even of this country. Let that sink in.,2024-02
COMMENT_3d9624a8,I hope Sweden falls in disrepair and failure. The end of Sweden will be the perfect start for the end of Europe. Let the immigrants colonize Europe.,PRCT,True,0,True,1,"Saying Swedens integration has failed is an understatement. I live in southern Sweden. A lot of migration move here because of the mild climate. You cannot even begin to understand how bad society becomes after 7 years of unrestricted immigration on top of 20+ years of fairly high immigration. My own neighbourhood went from being calm, crime free and clean to having multiple shoot outs between criminals every year. Several bombs have exploded in the area too. There's vandalisation going on all the time. Every week something is damaged that you use. I've had 3 break ins during a single year. Rat infestation because people stopped taking care of the garbage means i can see literal rats running across the roads when i go to the shops.

I've spoken to migrants that been collegues that live in fairly bad areas in my city and they speak of parallell societies where local groups run both policing and even ""checks"" of anyone that enters the area. One collegue couldn't even have male friends over because women aren't supposed to have male friends apparently and she had one over that later got threatened by a gang of thugs with a knife. When i picked her up one day, i had to park 2 districts down so they couldnt see the registration of my car number so they could find me later.

A country isn't just its borders and history. But the people itself is the country. If you start replacing or filling a country with people of less developed and ultimately worse morals and way of living.. then you essentially change the country for the worst. This is ultimately, despite delusions and hopes of different outcome, that this is the reality.. and it won't change.

And the politicians aren't helping. The latest change for example is that they want to remove the grade F because too many migrants fail even primary school, so in order to still get them through education.. they simply want to remove the grade F for these people. Just to give an idea of the level of seriousness our politicians are taking it.",2023-03
COMMENT_1400c073,"they did this in europe and their rape rates skyrocketed. whoever is importing them wants rape and human trafficking. stop voting for politicians who open the borders. open borders= pro rape, pro human trafficking, pro poverty, pro pandemics, pro pedophilia",PRCT,True,0,True,1,"I agree totally!  Even on the basic principle that there are soooo many young, military aged, healthy men that seem to be in these groups.  Doesn't even mean they are bad, but to position people who are not part of the cultural norms, understanding, and experiences of a Suburban style neighborhood in American with all these young girls in uniform from a private school next door....is one dam chance I would NOT take as a parent.",2023-09
COMMENT_7558a904,Only 8 % of the world population are White Caucasians. WE are the real minority. It's an evil platitude from the EU that we have to give positive discrimination to POCs who are 92% of the world. It is even more sinister that Europans are forced to finance the breeders from the 3rld world in their countries. Look at the EU and all the European governments pushing this genocide on Europeans.@[USER],PRCT,True,0,True,4,"@[USER]  
I'm not. Europe belongs to Europeans. We are unique and beautiful and worthy of protection.",2023-10
COMMENT_3ed4cbf0,SCOTUS passed law today 9-0 that now makes it LEGAL to SUE the USA government!!!! I'd LOVE to see families of victims of the these Illegal Invaders SUE the U.S. government!,PRCT,True,0,True,1,It’s time to hold all of congress accountable!!!! CLEAN HOUSE !!!!,2024-02
COMMENT_85cbb17f,@[USER]  invaded and stolen,PRCT,True,0,True,3,"@[USER]  I know. I'm saying i agree it wasn't ""stolen"", and inhabiting a continent is not the same as owning land. They also weren't exactly peaceful little angels themselves.",2020-06
COMMENT_d20063f1,"@[USER]  Genocide is the word you're looking for.
Now why would we allow that happen to ourselves?",PRCT,True,31,True,4,"@[USER]  it ended in rape, slaughter, slavery, murder, torture, and free labor. OK so now what’s your point?",2023-09
COMMENT_a64430a9,@[USER]  Biden reversed Trump's border policies on day one! This invasion and lawlessness was caused by biden and nobody else!! Fact,PRCT,True,0,True,2,"it doesn't matter whos in office and what party they represent, crime has be going on since the beginning of time.",2024-02
COMMENT_7c729094,Tell uncle Joe NO MORE INVADER,PRCT,True,0,True,0,,2024-03
COMMENT_fb17d31e,And using fully automatic weapons to extinguish the invasion.,PRCT,True,2,True,1,Those border patrol agents should be getting danger pay.,2023-05
COMMENT_8b84af1d,These missing kids are now the most in Russia heheheehe You're gonna be replaced by the latin americans,PRCT,True,1,True,1,"Military vets, homeless and hungry, should be a priority, along with the missing 800,000 kids.",2024-02
COMMENT_53ba1a46,"@[USER]  so still sticking with the 'finger pointing and blame placing'. The three reasons for a Muslim to live in a non Muslim country are, I was once told, 'Commerce, Conversion or Conquest' what is the focus of your jihad?",PRCT,True,2,True,2,maybe sweden should not have participated in wars against middle eastern countries causing this in the first place.,2022-06
COMMENT_47ab4153,They all Mexico rejects #illegal invasion,PRCT,True,0,True,1,If they all band together to storm a border why don't they just all band together and fix their own country.,2024-01
COMMENT_69214443,Exactly! These people are invaders!@[USER],PRCT,True,0,True,1,ILLEGAL not migrant.,2024-02
COMMENT_6805b1d5,We need to help Whites who are becoming a minority in their own homelands.,PRCT,True,3,True,1,We need to help ourselves before we keep helping immigrants,2023-05
COMMENT_9c54b0d0,"shame this in all of EUROPE - We have the same situation. It cost UK tax payer 8 Million a day to house them in hotels, medical, dentist, clothes - and they are so ungrateful (the invaders)",PRCT,True,0,True,1,"At a time when American citizens can't pay their bills due to price-gouging and inflation, the government's main concern is spending our tax dollars to give free housing to foreigners. 🤔",2023-10
COMMENT_f829e4ab,"this is an invasion, retaliate i say!",PRCT,True,1,True,0,,2024-02
COMMENT_df90778a,Check out the Hooton Plan!,PRCT,True,0,True,1,"Saying Swedens integration has failed is an understatement. I live in southern Sweden. A lot of migration move here because of the mild climate. You cannot even begin to understand how bad society becomes after 7 years of unrestricted immigration on top of 20+ years of fairly high immigration. My own neighbourhood went from being calm, crime free and clean to having multiple shoot outs between criminals every year. Several bombs have exploded in the area too. There's vandalisation going on all the time. Every week something is damaged that you use. I've had 3 break ins during a single year. Rat infestation because people stopped taking care of the garbage means i can see literal rats running across the roads when i go to the shops.

I've spoken to migrants that been collegues that live in fairly bad areas in my city and they speak of parallell societies where local groups run both policing and even ""checks"" of anyone that enters the area. One collegue couldn't even have male friends over because women aren't supposed to have male friends apparently and she had one over that later got threatened by a gang of thugs with a knife. When i picked her up one day, i had to park 2 districts down so they couldnt see the registration of my car number so they could find me later.

A country isn't just its borders and history. But the people itself is the country. If you start replacing or filling a country with people of less developed and ultimately worse morals and way of living.. then you essentially change the country for the worst. This is ultimately, despite delusions and hopes of different outcome, that this is the reality.. and it won't change.

And the politicians aren't helping. The latest change for example is that they want to remove the grade F because too many migrants fail even primary school, so in order to still get them through education.. they simply want to remove the grade F for these people. Just to give an idea of the level of seriousness our politicians are taking it.",2023-07
COMMENT_62add388,"@[USER]  commit a crime with your child,  you get separated.  Happens all the time, why should it be different when they literally are committing a crime coming in illegal.  Same shit. Obama is the one who had those cages built. Come in LEGALLY its different. This is invasion and its STRAIGHT up DISRESPECTFUL to the  families that did everything the legal way. Be a criminal, you will be treated like a criminal",PRCT,True,0,True,3,"@[USER]  dude I don't even have kids, watchu talking about willis?",2023-03
COMMENT_3dda5bf7,Wanna SEE THE TRUTH? YouTube Welcome to the 21st Century Doctor!! It shows you the Democrat's planned this 20 years ago!!,PRCT,True,1,True,1,The people that voted for this should be forced to house at least 1 migrant felon.,2023-09
COMMENT_72ed2e17,"ME TOO. It took years and many sleepless nights before I could become an American citizen. I came from Britain!! With money and skills and spoke fluent English. I went through hell and it kept me poor for years. This situation pisses me off. America is now experiencing the same bs that Europe has and is going through. Endless streams of boats from France landing on the beaches of my old county of Kent in the UK. The msm tries to paper over the truth. British people are being replaced. London is now 60% foreigners. 
Now America is going thru the same shit. All these doctors and engineers flooding in, all ""asylum seekers"", bullshit. They are economic migrants. Come legally as I did and be welcome. DO NOT JUST BARGE IN AND EXPECT HANDOUTS. I received absolutely NOTHING.",PRCT,True,5,True,1,"It took me years, lots of paperwork, medical tests, background checks, most of my lifes savings and many visits to the INS offices before being granted the privilege of taking an oath of allegiance and becoming a US Citizen.  Honor, integrity and the utmost respect for the rules and laws should be required by anyone who desires to be part of our nation.",2023-08
COMMENT_3e7136a6,@[USER]  that's their game plan.  Our culture and way of life is being erased as we type and read comments. As obama stated: 'Fundamental Transformation of The United States',PRCT,True,0,True,3,"@[USER] You very OBVIOUSLY do NOT give two sh*ts about your countrymen, their families or for our country. You think of America only as an economic zone for the world to take advantage of. A country is its people & if you replace its people it ceases to be the same country.",2024-02
COMMENT_e5c75c39,"@[USER]-vq6co Ok, so they were given a chance?  Only natives should habe a claim to these lands. Everybody else should go back to wherever the fuck their ancestors belong.",PRCT,True,0,True,1,My parents came to the u.s legally and what I find that these migrants are doing are totally unacceptable,2023-09
COMMENT_a6fa0b0a,resembles Oregon 1804 caravan invasion,PRCT,True,0,True,0,,2024-02
COMMENT_e7b7135c,"This is what Evil does to keep this distructive administration in power. All part of their plan, they need these votes to keep Demonic control over America!!",PRCT,True,0,True,1,My dad and grandma were immigrants they became U.S. citizens and always worked and didn't expect anything for free. Never asked for anything other than the opportunity to work for a living. The way these people are crossing over is wrong. It pisses me off to know our government is allowing this because they aren't doing enough to help our own homeless people our veterans and low income families. My husband and I have always worked and are now retired and we don't qualify for most the benefits these people get for free. And they get it at the cost of every tax payer in the U.S.,2023-05
COMMENT_99e42ef0,"@[USER]  You are 100% correct. Our real common problem is our leaders here in the U.S. We need to mind our own business. They have money for everyone else and to fight wars, but have no money for our homeless, veterans, or healthcare. The immigrants coming here have been lied to. They think they will immediately receive a job and get housing. What will eventually happen is that the American people will turn against the immigrants and that won’t be good for anyone. 😔 But, I think this is what they want (the WEF), total mayhem. Corporations, the elites, and rich people have bought out our government. This is 100% the WEF’s (World Economic Forum) plan.",PRCT,True,0,True,2,Well U.S has already destroyed most of latin America so... I'm not saying what's happening is right but the U.S is responsible for a lot of these problems 😊,2024-02
COMMENT_87105fdd,@[USER]  Yes...lock em up.. the screw there kids... There's American  people that can't even afford kids... There Americans that can't even afford rent ... But cry me a river and write a check for a invader with there kids,PRCT,True,0,True,11,@[USER]  that were cages,2024-01
COMMENT_0867c416,Vote for Trump if you want to end this invasion of illegals in our country.,PRCT,True,0,True,1,Good job Staten Island folks. This is unacceptable and it’s happening all over the USA. I hope the people continue to wake up & take a stand!,2023-09
COMMENT_5a6f3d44,"@[USER]  No, we cannot be hornets. But we can be honest : )
   No, we all stemmed from Africa.
Yes, shift & change is the constant - but that should be done at free will, not imposed (i.e. by masses of migrants so large that are overwhelming native populations).",PRCT,True,0,True,5,"@[USER]  True over thousands of years. If you go back in time and analyze the historical migration in Europe everyone is basically everyone else at some point with the exceptions of those such as basques that due to their disconnect have genetic issues with their blood types.  And if we are going to be hornets we all stemmed from Mesopotamia. Of course I’m pretty sure that we will realize we are even more mixed up. So our cultures have always shifted and will always shift. That’s the actual constant of the planet. Shift, change, always present",2023-03
COMMENT_dc9552ae,Those Europeans who complain obviously haven't gone anywhere. They  have stayed at home and now are under invasion.  Your blanket statement doesn't make any sense. If you are white you are talking about your ancestors and you are the beneficiary of what they did. It's funny that you deflect the blame to those who stayed in Europe.@[USER],PRCT,True,0,True,3,@[USER]  hahahahah tell that to native indigenous here in Brazil. They are less than 1% of our population. Meanwhile white-brazilians are over 130 millions. Talk about being a guest in your land. And yes.. I am white but I am well aware how europeans pretend to be victims when they also did this to other places around the world.,2023-10
COMMENT_04b0f1c3,Chinese alien invasion from neighbors,PRCT,True,0,True,0,,2024-09
COMMENT_97d1cbe2,Cause there’s a democrat party here sending them a lot of money to come and vote for them 😊,PRCT,True,0,True,1,If they all band together to storm a border why don't they just all band together and fix their own country.,2024-08
COMMENT_95575dce,Some are but many are not.  I know of many illegals who go back and forth from the USA to Mexico at will.  This is mostly a scam.  An invasion.,PRCT,True,0,True,1,This is heartbreaking. People are so desperate to escape the situations theyre in. But the US can't save everybody. We can't even save ourselves at this point,2023-05
COMMENT_3dbb108d,Biden is paying them and the cartels to have this. This is all a plan,PRCT,True,0,True,1,As a president I would feel like 💩 if my citizens were running to leave the country.,2023-04
COMMENT_0bcc2d44,"I wish I had the power to send at 10 of them to everyone's home who call themselves sympathizers with this illegal invasion, then we'd see how they feel about them after a week of taking care of all their needs like food,  clothing, housing, medical care, etc. Etc.",PRCT,True,0,True,1,The people who opposed border control should take care 100 of them.,2023-05
COMMENT_4ff6709b,@[USER]  ok replacer.,PRCT,True,1,True,7,@[USER]  The solution is to get rid of welfare for immigrants,2022-06
COMMENT_550cfa8b,@[USER]  Chinese government sent those people to occupy the United States😢,PRCT,True,11,True,2,I dont really care,2024-02
COMMENT_f94e20fe,"They are replacing Americans with ignorant compliant voters, this is the same thing Hugo Chavez did with the peasants.  There will soon be a big push to legalize them and the Republicans will probably cave.",PRCT,True,0,True,1,In Chicago they are putting our Homeless Vets out on the street and housing immigrants at $300 a night hotels. Why??? WTF is going on,2023-05
